Incident,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary,Disposition
Citizen Contact,Seventh College West,12/3/2021,2112030052,12/3/2021,5:56 PM,Reporting party received notification on phone that an airtag had been tracking her location,Service Provided
Suspicious Person,Geisel Library ,12/3/2021,2112030053,12/3/2021,6:16 PM,Subject throwing chairs ,Gone On Arrival
Incomplete/ Accidental Wireless 911 Call,Nuevo East - Exchange,12/3/2021,2112030054,12/3/2021,6:26 PM,,Logged Event
Suspicious Person,One Miramar Street,12/3/2021,2112030055,12/3/2021,6:44 PM,Subject dumpster diving,Unable to Locate
Medical Aid,La Estancia Hotel,12/3/2021,2112030057,12/3/2021,7:33 PM,Male with irregular breathing and feels like he is having a heart attack,Referred to Other Agency - San Diego Fire Department
Disturbance - Psych Subject,Mesa Nueva - Cala,12/3/2021,2112030059,12/3/2021,8:38 PM,"Reporting party states, spouse in making suicidal threats",Service Provided
Information,Biomedical Library ,12/3/2021,2112030061,12/3/2021,8:59 PM,Subject on electric bike possibly intoxicated,Unable to Locate
UC Policy Violation,Nuevo East - Piedra,12/3/2021,2112030062,12/3/2021,9:10 PM,Covid violation,Referred to Student Conduct 
Noise Disturbance,Scholars Dr North,12/3/2021,2112030067,12/3/2021,11:39 PM,Loud music and talking,Referred to Student Conduct
Noise Disturbance,Scholars Dr North,12/3/2021,2112030068,12/3/2021,11:59 PM,Stomping and furniture being moved,Quiet On Arrival 
Disturbance,UCSD Medical Facility - Hillcrest,12/3/2021,HC21-12-02-1083,12/2/2021,4:05 AM,"Difficult discharged patient, trespassing",Referred to Other Agency - San Diego Police Department
Noise Disturbance,Nuevo East - Porton,12/4/2021,2112040002,12/4/2021,12:00 AM,Dog barking for past two hours,Unable To Locate
Welfare Check,NTPLL - Mosaic,12/4/2021,2112040003,12/4/2021,12:02 AM,"Male and female voices heard screaming, sounds like in distress",Cancelled
Noise Disturbance,Seventh College East #2,12/4/2021,2112040004,12/4/2021,12:04 AM,Unknown subject screaming outside building,Unable To Locate
Noise Disturbance,Argo Hall,12/4/2021,2112040005,12/4/2021,12:06 AM,Unknown subjects screaming outside building,Quiet On Arrival
Welfare Check,Marshall Upper Apts K,12/4/2021,2112040006,12/4/2021,12:06 AM,"Male and female voices heard yelling, sounds like in distress",Checks OK
Noise Disturbance,Seventh College West #5,12/4/2021,2112040007,12/4/2021,12:10 AM,Subjects outside talking loudly,Disposition Unable To Locate
Annoying / Harassing Phone Call,Nuevo West - Viento,12/4/2021,2112040009,12/4/2021,12:19 AM,Request to speak with officer ,Service Provided
Information,Scripps Memorial Hospital ,12/4/2021,2112040012,12/4/2021,1:27 AM,"Via 911, request for direction to emergency room",Cancelled
Medical Aid,Scripps Memorial Hospital ,12/4/2021,2112040013,12/4/2021,1:37 AM,Reporting party in wheelchair has pain in shoulder and back,Referred To Other Agency - San Diego Fire Department
Disturbance,Scripps Memorial Hospital ,12/4/2021,2112040014,12/4/2021,2:14 AM,Reporting party being harassed by hospital security while at bus stop,Referred To Other Agency - San Diego Police Department
Suspicious Person,Urey Hall,12/4/2021,2112040019,12/4/2021,3:17 AM,Unknown subject pacing back and forth,Checks OK
Incomplete / Accidental Wireless 911 Call,Mahaila Ave,12/4/2021,2112040022,12/4/2021,4:06 AM,,Logged Event
Suspicious Person,Villa La Jolla Dr / La Jolla Village Dr,12/4/2021,2112040025,12/4/2021,6:13 AM,"Male placing items in roadway, possible traffic hazard",Unable To Locate
Disturbance,NTPLL - Kaleidoscope,12/4/2021,2112040026,12/4/2021,6:13 AM,Male riding skateboard screaming profanities at a nearby female,Gone On Arrival
Security Alarm,Scholars Dr South / Revelle College Dr,12/4/2021,2112040027,12/4/2021,6:35 AM,,False Alarm
Suspicious Person,Campus Point Dr / Voigt Dr,12/4/2021,2112040028,12/4/2021,6:45 AM,"Irate male yelling, requesting medics for unknown medical emergency",Transported To Hospital
Security Alarm,La Jolla Playhouse,12/4/2021,2112040030,12/4/2021,7:44 AM,,False Alarm
Suspicious Person,South Mesa Apts,12/4/2021,2112040033,12/4/2021,10:56 AM,"Reporting party confronted by adult female, yelling at her over parking space",Service Provided
Animal Call,Justice Ln / Voigt Dr,12/4/2021,2112040034,12/4/2021,11:10 AM,Dead raccoon on sidewalk,"Referred To Other UCSD Department - Environment, Health & Safety"
Petty Theft Micro Mobility Device,Central Campus Trolley Station,12/4/2021,2021-1385,12/3/2021,11:15 AM - 9:00 PM,"Loss $300.00, Electric Scooter",Online Report
Security Alarm,Student Center A,12/4/2021,2112040036,12/4/2021,11:17 AM,,False Alarm
Petty Theft - Bicycle,Building 2 Bike Cage,12/4/2021,2021-1386,12/3/2021 - 12/4/2021,5:00 PM - 10:30 AM,Loss $750.00,Online Report
Suspicious Person,Matthews Apt E,12/4/2021,2112040041,12/4/2021,1:24 PM,Two subjects seen jumping over fence into construction site,Unable To Locate
Suspicious Person,Coast Apts ,12/4/2021,2112040043,12/4/2021,2:04 PM,Unknown male see wandering around in complex asking tenants for cigarette,Unable To Locate
Medical Aid,Price Center West,12/4/2021,2112040044,12/4/2021,2:44 PM,"Elderly male with chest pain, conscious and breathing",Transported To Hospital
Petty Theft Micro Mobility Device,Central Campus Trolley Station,12/4/2021,2021-1373,12/4/2021,11:00 am - 3:35pm,"Electric scooter, loss $600.00",Report Taken
Petty Theft Micro Mobility Device,Central Campus Trolley Station,12/4/2021,2021-1374,12/4/2021,1:15 PM - 3:45 PM,"Electric scooter, loss $600.00",Report Taken
Information,NTPLL - Kaleidoscope,12/4/2021,2112040060,12/4/2021,6:15 AM,"At 7:39 PM, reporting party called to report male voice heard yelling and glass breaking in early morning of that same day",Information Only
Security Alarm,Laurel ,12/4/2021,2112040062,12/4/2021,7:52 PM,,False Alarm
Welfare Check,VA Hospital,12/4/2021,2112040064,12/4/2021,8:08 PM,"Male patient left hospital before he could be evaluated, unknown direction of travel",Unable To Locate
Welfare Check,Rita Atkinson Residences,12/4/2021,2112040066,12/4/2021,8:50 PM,Unknown male seen slumped over trash can,Field Interview
Suspicious Person,Robert Paine Scripps Forum,12/4/2021,2112040069,12/4/2021,9:21 PM,Adult male urinating in public,Information Only
Discharging A Firearm,Regents Rd / Genesee Ave,12/4/2021,2112040073,12/4/2021,10:22 PM,,Referred To Other Agency - San Diego Police Department
Disturbance - Fireworks,"UTC, La Jolla",12/4/2021,2112040074,12/4/2021,10:29 PM,,Referred To Other Agency - San Diego Police Department
UC Policy Violation,Mesa Nueva - Cresta,12/4/2021,2112040075,12/4/2021,10:38 PM,"3 subjects in study room, mask violation",Referred To Student Conduct
CRIME AND FIRE LOG/MEDIA BULLETIN ,"DECEMBER 4, 2021",12/4/2021,2112040076,12/4/2021,10:42 PM,"2 subjects in gym, mask violation",Referred To Student Conduct
Marijuana Contact,Nuevo East - Piedra,12/4/2021,2112040077,12/4/2021,11:10 PM,"Report of chronic issue, regarding neighbor smoking marijuana",Unable To Locate
Reckless Driving,Lot 705,12/4/2021,2021-1375,12/4/2021,11:51 PM,Officers conducted traffic stop of driver for doing donuts in parking lot,Cleared By Adult Arrest - Citation Issued
Battery,UCSD Medical Facility - Hillcrest,12/4/2021,HC21-12-03-1087,12/3/2021,10:10 AM,Agitated patient kicked and swung hitting 2 hospital staff members,Hospital Security Report Taken
Medical Aid,NTPLL - Catalyst,12/5/2021,2112050003,12/5/2021,12:25 AM,Young adult female having allergic food reaction,Checks OK
Noise Disturbance,Europe Hall,12/5/2021,2112050005,12/5/2021,12:47 AM,"Loud music, talking and laughing",Referred To Student Conduct
Welfare Check,Camp Snoopy Res Hall,12/5/2021,2112050007,12/5/2021,1:29 AM,"Per Resident Advisor, male making suicidal comments",Checks OK
Fire Alarm,Tenaya Hall,12/5/2021,2112050009,12/5/2021,1:58 AM,,False Alarm
Noise Disturbance,NTPLL - Tapestry,12/5/2021,2112050010,12/5/2021,1:58 AM,Screaming and stomping,Referred To Student Conduct
Petty Theft - Bicycle Parts,Nuevo Bike Racks,12/5/2021,2021-1387,12/4/2021 - 12/5/2021,4:00 PM-1:25 PM,Loss $100.00,Online Report
Drunk In Public,Tamarack Apartments East,12/5/2021,2112050014,12/5/2021,2:14 PM,Report of two students who appear to be intoxicated and wondering around,Disposition Referred To Student Conduct
Welfare Check,Middle of Muir,12/5/2021,2112050016,12/5/2021,2:43 AM,"Male seen crouching and vomitting, uncooperative",Referred To Student Conduct
Throwing Objects At Moving Vehicle,Seventh College West Bldg 1,12/5/2021,2112050021,12/5/2021,4:04 AM,Group of males heard screaming outside building and seen throwing miscellaneous items at passing vehicles,Unable To Locate
Security Alarm,Laurel,12/5/2021,2112050022,12/5/2021,4:48 AM,,False Alarm
Hit & Run Non-Injury Collision,Health Sciences Dr/Voigt Dr,12/5/2021,2021-1377,12/5/2021,6:48 AM,,Report Taken
DUI Arrest,Health Sciences Dr/Athena Circle,12/5/2021,2021-1378,12/5/2021,7:15 AM,,Closed By Adult Arrest
Incomplete/Accidental Wireless 911 Call,UCSD Police Department,12/5/2021,2112050028,12/5/2021,11:02 AM,,Logged Event
Welfare Check,NTPLL - Kaleidoscope,12/5/2021,2112050030,12/5/2021,1:01 PM,Male requesting ambulance for mental and physical health concerns,Transported To Hospital
Citizen Flagown,Campus Point Dr/Medical Center Dr North,12/5/2021,2112050032,12/5/2021,1:19 PM,,Service Provided
Disturbance,Tata Hall,12/5/2021,2112050033,12/5/2021,1:28 PM,Group of trick skaters,Will Cooperate
Medical Aid,Rebecca & John Moores Cancer Center,12/5/2021,2112050035,12/5/2021,2:03 PM,Patient experiencing shortness of breath and difficulty breathing,Referred To Other Agency - San Diego Fire Department
Petty Theft,Warren Apartments - Brennan Laundry Room,12/5/2021,2021-1379,12/5/2021,2:20 PM - 2:50 PM,"Clothing stolen from drying maching, loss $110.00",Report Taken
Suspicous Person,Tata Hall,12/5/2021,2112050042,12/5/2021,5:23 PM,,Unable To Locate
Welfare Check,Potiker Theater,12/5/2021,2112050043,12/5/2021,5:28 PM,"Unknown male came up to employee, stating he had been assaulted and requested reporting party to call police",Service Provided
Unknown Injury Collision,Scripps memorial Hospital,12/5/2021,2112050050,12/5/2021,5:59 PM,Passerby witnessed male motorist drive into a pole at location,Referred To Other Agency - San Diego Police Department
Medical Aid,Rebecca & John Moores Cancer Center,12/5/2021,2112050052,12/5/2021,6:14 PM,Male patient having allergic reaction to chemo,Referred To Other Agency - San Diego Fire Department
Incomplete/Accidental Wireless 911 Call,Regents Rd/Miramar Street,12/5/2021,2112050053,12/5/2021,6:15 PM,,Logged Event
Petty Theft,Pepper Canyon East - Laundry Room,12/5/2021,2021-1388,12/5/2021,2:00 PM - 5:30 PM,"Clothing missing from victim's laundry load, loss $60.00",Online Report
Citizen Contact,Central Mesa Apartments,12/5/2021,2112050055,12/5/2021,7:23 PM,"Reporting party requesting to speak with officer regarding disturbance over parking space from previous day, related incident 2112040033",Information Only
Security Alarm,Leichtag Family Foundation Biomedical Research,12/5/2021,2112050059,12/5/2021,8:24 PM,,False Alarm
Injury,Library Walk,12/5/2021,2021-1380,12/5/2021,8:27 PM - 9:01 PM,"Bicyclist and Electic Scooter collided, causing injury to subject on scooter",Transported To Hospital
Quiet Hours Contact,Ntpll - Kaleidoscope,12/5/2021,2112050063,12/5/2021,9:27 PM,,Will Cooperate
Petty Theft - Bicycle,3487 Sixth College Ln - Bike Racks,12/5/2021,2021-1389,12/5/2021,9:36 PM,Loss $900.00,Online Report
Suspicious Vehicle,Lot 017,12/5/2021,2112050068,12/5/2021,11:23 PM,,Field Interview
Medical Aid,Veterans Affairs Medical Center,12/6/2021,2112060003,12/6/2021,12:36 AM,"Subject outside emergency room, advising he is not receiving care for neck injury, requesting paramedics",Referred to Other Agency - San Diego Fire Department
Noise Disturbance,Charles David Keeling Apartments,12/6/2021,2112060004,12/6/2021,12:38 AM,Loud talking and screaming,Referred to Student Conduct
Marijuana Contact,Scholars Dr North,12/6/2021,2112060006,12/6/2021,1:30 AM,Odor coming from balcony of laundry room,Gone On Arrival
Quiet Hours Contact,Scholars Dr North,12/6/2021,2112060007,12/6/2021,1:47 AM,,Referred to Student Conduct
Medical Aid,Mahaila Dr,12/6/2021,2112060008,12/6/2021,3:00 AM,"Male passed out in bathtub, breathing but unconscious",Referred to Other Agency - San Diego Fire Department
Incomplete/ Accidental Wireless 911 Call ,Russell Ln/ Lyman Ln,12/6/2021,2112060009,12/6/2021,3:19 AM,,Disposition Logged Event
Noise Disturbance,Latin America Hall,12/6/2021,2112060014,12/6/2021,4:36 AM,Loud talking,Will Cooperate
Security Alarm,Preuss School,12/6/2021,2112060016,12/6/2021,5:27 AM,,False Alarm
Incomplete/ Accidental Wireless 911 Call,Regents Park Row/ Regents Rd,12/6/2021,2112060020,12/6/2021,7:08 AM,,Logged Event
Illegal Camping,Mesa Nueva - Ola,12/6/2021,2112060021,12/6/2021,8:00 AM,Transient sleeping outside mailboxes,Field Interview
Incomplete/ Accidental Wireless 911 Call,Regents Park Row/ Regents Rd,12/6/2021,2112060023,12/6/2021,8:31 AM,,Logged Event
Fire Alarm,Price Center East,12/6/2021,2112060024,12/6/2021,8:48 AM,,False Alarm
Lost Property,UCSD Police Department,12/6/2021,2112060028,12/6/2021,9:44 AM,Lost certificate of naturalization,Service Provided
Incomplete/ Accidental Wireless 911 Call,Genesee Av,12/6/2021,2112060029,12/6/2021,10:05 AM,,Logged Event 
Petty Theft Of Micro Mobility Device,Scholars Dr North,12/6/2021,2021-1390,12/5/2021,7:05 PM - 7:20 PM,"Stolen electric scooter, loss $350.00",Report Taken
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,12/6/2021,2112060033,12/6/2021,11:35 AM,,Logged Event
Disturbance - Psych Subject,Student Health ,12/6/2021,2021-1391,12/6/2021,12:16 PM,Possibly intoxicated transient laying down in front of building,Transported to Mental Health Facility
Criminal Threat ,Residence Inn,12/6/2021,2112060036,12/6/2021,12:19 PM,Verbal threats,Referred to Other Agency - San Diego Police Department
Petty Theft,Regents Row/ Regents Rd,12/6/2021,2112060038,12/6/2021,1:16 PM,Stolen license plate,Referred to Other Agency - San Diego Police Department
Petty Theft- Bicycle,Medical Teaching Facility,12/6/2021,2021-1401,11/23/2021,10:30 AM - 6:10 PM,Loss $450.00,Online Report 
Petty Theft - Bicycle,Goldberg Hall Bike Locker,12/6/2021,2021-1400,12/4/2021 - 12/6/2021,7:00 PM - 1:55 AM,Loss $220.00,Online Report
Injury,Library Walk,12/6/2021,2021-1392,12/6/2021,2:15 PM,Female student fell off electric scooter,Report Taken
Petty Theft ,South Mesa Apartments,12/6/2021,2021-1394,12/6/2021,11:00 AM - 2:15 PM,"Theft from vehicle, license plate, loss $24.00",Report Taken
CRIME AND FIRE LOG/MEDIA BULLETIN ,"DECEMBER 6, 2021",12/6/2021,2112060043,12/6/2021,2:49 PM,Caller stated she was being threatened by a female subject,Cancelled
Hazard Situation,La Jolla Village Dr/ Villa la Jolla Dr,12/6/2021,2112060045,12/6/2021,2:59 PM,Man in wheelchair in roadway median ,Referred to Other Agency - San Diego Police Department
Petty Theft - Bicycle,UCSD Police Department,12/6/2021,2021-1393,12/5/2021,9:30 AM - 7:00 AM,Loss $700.00,Report Taken
Petty Theft - Bicycle,Geisel,12/6/2021,2021-1399,12/2/2021 - 12/3/2021,10:00 PM - 12:15 AM,Loss $100.00,Online Report
Injury Collision,Warren Student Activity Center,12/6/2021,2112060047,12/6/2021,3:31 PM,,Service Provided
Non Injury Collision,Costa Verde Bl/ La Jolla Village Dr,12/6/2021,2112060050,12/6/2021,5:09 PM,,Referred to Other Agency - San Diego Police Department
Non Injury Collision,Costa Verde Bl/ La Jolla Village Dr,12/6/2021,2112060051,12/6/2021,5:11 PM,,Referred to Other Agency - San Diego Police Department
Tamper With Vehicle,Pangea Parking Structure,12/6/2021,2021-1396,12/6/2021,7:00 AM - 6:00 AM,"Unknown subject(s) used an unknown tool to tamper with vehicle, damage $40.00",Report Taken
Vehicle Burglary,La Jolla Farm Rd,12/6/2021,2112060055,12/6/2021,5:47 PM,,Referred to Other Agency - San Diego Police Department
Incomplete/ Accidental Wireless 911 Call,Regents Rd,12/6/2021,2112060056,12/6/2021,6:02 PM,,Logged Event 
Incomplete/ Accidental Wireless 911 Call,Regents Rd,12/6/2021,2112060058,12/6/2021,6:29 PM,,Logged Event
Bicyclist Stop,Gilman Dr/ Osler Ln,12/6/2021,2112060061,12/6/2021,7:32 PM,,Citation Issued
Incomplete/ Accidental Wireless 911 Call,Regents Rd/ Regents Park Row,12/6/2021,2112060063,12/6/2021,7:33 PM,,Logged Event 
Security Alarm,Leichtag Family Foundation,12/6/2021,2112060066,12/6/2021,8:04 PM,,False Alarm
Fire Alarm,Scholars Dr North ,12/6/2021,2112060069,12/6/2021,8:52 PM,,False Alarm
Incomplete/ Accidental Wireless 911 Call,Nuevo West - Viento ,12/6/2021,2112060072,12/6/2021,10:29 PM,,Logged Event
Welfare Check,Scholars Dr North,12/6/2021,2112060074,12/6/2021,11:07 PM,Subject possibly having panic attack,Unable to Locate 
Quiet Hours Contact,Seventh College West,12/6/2021,2112060076,12/6/2021,11:43 PM,,Will Cooperate
Theft,UCSD Medical Facility - Hillcrest,12/6/2021,HC21-12-1089 ,12/5/2021,12:30 AM,"Theft from vehicle, amount of loss unknown",Hospital Security Report Taken
Quiet Hours Contact ,Mesa Nueva - Cresta,12/7/2021,2112070003,12/7/2021,1:06 AM,,Will Cooperate
Petty Theft Of Micro Mobility Theft,Seventh College West ,12/7/2021,2021-1397,12/7/2021,2:40 AM - 3:30 AM,"Stolen electric scooter, loss $400.00",Report Taken
Suspicious Vehicle,University Center ,12/7/2021,2112070005,12/7/2021,3:08 AM,,Checks OK
Incomplete/ Accidental Wireless 911 Call,Scholars Dr South,12/7/2021,2112070007,12/7/2021,3:50 AM,,Logged Event
Security Alarm,Preuss School,12/7/2021,2112070011,12/7/2021,5:29 AM,,False Alarm
Medical Aid,Regents Park Row/ Regents Rd ,12/7/2021,2112070012,12/7/2021,6:02 AM,Possible thyroid issue,Disposition Referred to Other Agency - San Diego Fire Department
Incomplete/ Accidental Wireless 911 Call,Russell Ln/ Lyman Ln,12/7/2021,2112070017,12/7/2021,7:28 AM,,Logged Event
Medical Aid,Radiation Oncology Pet / Ct Center on Health Sciences Dr,12/7/2021,2112070023,12/7/2021,8:22 AM,Medical transportation,Information Only
